,price,price_per_m,postal_code,location,type,area,room
0,366 800,4 795 ,22410, Saint-Quay-Portrieux,Appartement,73,3
1,131 000,2 977 ,94350, Villiers-sur-Marne (Les Boutareines - Les Armoiries),Appartement,44,2
2,499 000,2 988 ,28630, Barjouville,Maison,167,6
3,342 000,2 591 ,28630, Morancez,Maison,132,5
4,347 000,1 826 ,28190, Billancelles,Maison,190,7
5,593 000,1 977 ,28630, Fontenay-sur-Eure,Maison,300,6
6,149 000,2 023 ,28120, Chauffours,Maison,74,3
7,179 000,2 632 ,28110, Lucé (Centre-ville),Appartement,68,3
8,266 000,3 167 ,28000, Chartres (Centre-ville),Appartement,84,3
9,312 000,2 400 ,28000, Chartres (Rechèvres),Maison,130,6
10,316 000,2 873 ,28130, Bouglainval,Maison,110,5
11,319 000,2 948 ,28000, Chartres (Centre-ville),Maison,108,5
12,357 000,2 380 ,28700, Auneau-Bleury-Saint-Symphorien,Maison,150,5
13,436 000,1 896 ,28000, Chartres (Fulbert),Maison,230,9
14,260 000,2 549 ,28300, Fresnay-le-Gilmert,Maison,102,5
15,190 000,2 714 ,28000, Chartres (Centre-ville),Appartement,70,3
16,212 500,2 157 ,28360, La Bourdinière-Saint-Loup,Maison,99,4
17,284 000,1 623 ,28300, Gasville-Oisème,Maison,175,4
18,499 000,5 293 ,78280, Guyancourt (Village),Maison,94,6
19,745 500,5 691 ,78180, Montigny-le-Bretonneux (Le Manet),Maison,131,7
20,449 000,4 526 ,78370, Plaisir (Centre-ville - Château),Maison,95,5
21,359 000,3 799 ,78370, Plaisir (Bontemps - Valibout),Maison,91,5
22,357 000,6 611 ,78114, Magny-les-Hameaux,Maison,54,2
23,372 000,3 509 ,78280, Guyancourt (Le Pont du Routoir),Appartement,106,5
24,259 500,1 996 ,28110, Lucé (Petit Lucé - Poiffonds),Maison,130,5
25,151 000,151 0,78960, Voisins-le-Bretonneux,Appartement,25,1
26,109 800,1 664 ,84260, Sarrians,Maison,66,3
27,339 000,3 927 ,33000, Bordeaux (Saint-Pierre),Appartement,82,3
28,199 500,6 496 ,78180, Montigny-le-Bretonneux (Le Village),Appartement,29,1
29,230 000,230 0,78960, Voisins-le-Bretonneux,Appartement,47,2
30,790 000,4 570 ,78230, Le Pecq (Cité),Maison,166,6
31,227 900,2 578 ,78370, Plaisir (Ebisoires),Appartement,83,4
32,90 000,4 552 ,28000, Chartres (Hôtel Dieu - Grand Faubourg),Appartement,20,1
33,97 440,2 953 ,28000, Chartres (Rechèvres),Appartement,33,1
34,225 900,3 530 ,28300, Lèves,Maison,64,3
35,272 000,1 478 ,28700, Denonville,Maison,184,6
36,329 000,2 531 ,28360, Prunay-le-Gillon,Maison,130,6
37,262 500,3 556 ,78180, Montigny-le-Bretonneux (Les Prés),Appartement,74,3
38,299 000,299 0,78180, Montigny-le-Bretonneux (Le Village),Appartement,63,3
39,378 000,4 444 ,78180, Montigny-le-Bretonneux (Le Manet),Appartement,85,4
40,745 000,8 572 ,78000, Versailles (Chantiers),Appartement,83,4
41,199 900,4 758 ,78370, Plaisir (Gâtines - Boissière - Mare aux Saules),Appartement,40,2
42,472 500,3 659 ,78370, Plaisir (Gâtines - Boissière - Mare aux Saules),Maison,123,6
43,220 000,3 509 ,28600, Luisant,Maison,63,3
44,185 000,3 304 ,28000, Chartres (Rechèvres),Appartement,56,2
45,81 000,3 020 ,28110, Lucé (Centre-ville),Appartement,27,1
46,195 000,1 393 ,28300, Gasville-Oisème,Maison,140,5
47,224 640,3 231 ,28600, Luisant,Maison,70,4
48,257 000,1 658 ,28120, Vieuvicq,Maison,155,6
49,262 500,2 019 ,28000, Chartres,Maison,130,6
50,265 000,2 598 ,28000, Chartres (Fulbert),Maison,102,4
51,299 000,2 492 ,28300, Champhol,Maison,120,5
52,158 000,1 699 ,89690, Chéroy,Maison,93,5
53,499 900,6 492 ,93500, Pantin (Verpantin - Sept Arpents),Appartement,77,4
54,630 000,1 400 ,28700, Francourville,Maison,450,9
55,426 400,4 307 ,78280, Guyancourt (Le Pont du Routoir),Appartement,99,4
56,441 000,3 128 ,78190, Trappes (Village - Cité Nouvelle),Maison,141,5
57,488 000,4 207 ,78960, Voisins-le-Bretonneux,Maison,116,5
58,525 000,525 0,78280, Guyancourt (Le Pont du Routoir),Appartement,91,4
59,2 350 000,"16,5k ",75007, Paris 7e (Breteuil),Appartement,136,5
60,440 000,440 0,78000, Versailles (Jussieu - Petits Bois - Picardie),Appartement,84,4
61,750 000,6 521 ,78000, Versailles (Clagny Glatigny),Appartement,110,5
62,795 000,6 757 ,78000, Versailles (Porchefontaine),Maison,115,6
63,405 000,6 746 ,78000, Versailles (Notre Dame),Appartement,60,4
64,1 190 000,5 815 ,78000, Versailles (Notre Dame),Duplex,197,6
65,980 000,4 700 ,78280, Guyancourt (Zones d'activités - Hameau de Bouviers - Hameau de la Minière),Maison,200,7
66,289 000,4 561 ,78370, Plaisir (Ebisoires),Appartement,60,3
67,458 000,4 028 ,94400, Vitry-sur-Seine (Les Ardoines),Maison,108,4
68,2 750 000,9 885 ,94170, Le Perreux-sur-Marne (Centre-ville - Quais d'Argonne),Maison,262,10
69,595 000,7 635 ,75014, Paris 14e (Montsouris - Dareau),Appartement,74,3
70,1 099 000,4 240 ,92160, Antony (Baconnets),Maison,250,5
71,870 000,5 438 ,78670, Villennes-sur-Seine,Maison,160,7
72,1 092 600,4 649 ,93100, Montreuil (Signac - Mûrs à Pêches),Maison,235,8
73,950 000,"13,2k ",75007, Paris 7e (Champ de Mars),Appartement,70,4
74,1 750 000,6 250 ,78600, Maisons-Laffitte (Ouest),Maison,280,9
75,150 000,1 899 ,28600, Luisant,Appartement,79,3
76,220 000,2 105 ,28110, Lucé (Centre-ville),Appartement,104,4
77,255 250,2 075 ,28130, Maintenon,Maison,123,5
78,350 000,6 735 ,06400, Cannes (Pointe Croisette),Appartement,49,2
79,1 150 000,1 150 0,75005, Paris 5e (Val de Grâce),Appartement,75,4
80,450 000,5 679 ,78000, Versailles (Chantiers),Appartement,75,3
81,456 000,7 216 ,78000, Versailles (Chantiers),Appartement,60,3
82,540 000,4 036 ,78370, Plaisir (Gâtines - Boissière - Mare aux Saules),Maison,129,6
83,279 000,4 590 ,78280, Guyancourt (Le Parc - Les Saules),Appartement,61,3
84,356 500,5 441 ,78180, Montigny-le-Bretonneux (Le Village),Appartement,66,3
85,647 500,"10,4k ",75011, Paris 11e (République - Saint-Ambroise),Appartement,62,3
86,4 800 000,8 712 ,94170, Le Perreux-sur-Marne (Thillards),Maison,520,10
87,325 600,"13,9k ",75007, Paris 7e (Champ de Mars),Appartement,23,1
88,1 100 000,10k ,75014, Paris 14e (Mouton - Duvernet),Appartement,105,6
89,460 000,6 199 ,92600, Asnières-sur-Seine (Centre-ville),Appartement,74,3
90,660 000,"10,5k ",75009, Paris 9e (Clichy - Trinité),Appartement,60,3
91,829 900,3 772 ,44100, Nantes (Zola - Dervallières),Maison,220,7
92,400 000,6 691 ,78000, Versailles (Notre Dame),Appartement,57,3
93,414 000,2 229 ,77450, Esbly,Maison,186,6
94,319 000,5 696 ,92410, Ville-d'Avray,Appartement,56,3
95,480 000,4 286 ,44000, Nantes (Centre-ville),Appartement,112,5
96,570 000,"10,5k ",75013, Paris 13e (Patay - Masséna),Duplex,52,3
97,630 000,5 888 ,93100, Montreuil (Bas Montreuil - Bobillot),Appartement,107,4
98,162 000,1 976 ,87000, Limoges (Centre-ville - Hôtel de Ville - Emailleurs),Appartement,82,4
99,1 185 600,6 409 ,78000, Versailles (Notre Dame),Appartement,185,7
100,375 000,5 769 ,78000, Versailles (Clagny Glatigny),Appartement,65,4
101,369 000,3 530 ,78370, Plaisir (Gâtines - Boissière - Mare aux Saules),Maison,100,6
102,1 648 000,6 275 ,78150, Le Chesnay (Saint-Antoine de Padoue),Maison,255,9
103,490 000,7 424 ,75018, Paris 18e (La Chapelle - Marx Dormoy),Appartement,66,2
104,865 000,2 029 ,31330, Merville,Maison,410,11
105,478 000,5 690 ,63000, Clermont-Ferrand (Jaude - Fontgiève Saint-Alyre),Appartement,84,3
106,649 000,2 377 ,91150, Étampes (Centre-Ville),Maison,273,9
107,433 000,4 010 ,78180, Montigny-le-Bretonneux (La Sourderie Sud),Maison,103,4
108,329 700,3 400 ,78120, Rambouillet (Groussay - Providence - Gommerie - Vernes - Dreyfus),Appartement,92,4
109,1 200 000,8 214 ,92500, Rueil-Malmaison (Coteaux),Maison,140,7
110,320 000,3 200 ,38150, Salaise-sur-Sanne,Maison,100,4
111,669 000,2 593 ,01800, Meximieux,Maison,258,7
112,209 000,3 483 ,69690, Bessenay,Maison,60,3
113,209 000,3 483 ,69210, L'Arbresle,Maison,60,3
114,90 000,1 471 ,87000, Limoges (Bénédictins - Montplaisir),Appartement,61,2
115,415 000,5 321 ,06300, Nice (Riquier),Appartement,78,3
116,220 000,2 067 ,47450, Colayrac-Saint-Cirq,Maison,106,5
117,549 000,4 097 ,38780, Septème,Maison,134,6
118,799 000,4 932 ,69008, Lyon 8e (Monplaisir),Appartement,162,5
119,850 000,8 300 ,75015, Paris 15e (Georges Brassens),Appartement,100,4
120,367 500,2 800 ,67230, Benfeld,Maison,125,5
121,195 000,848 ,23000, Guéret (Centre-ville - La Rodde - Champegaud),Maison,230,7
122,114 500,1 864 ,87000, Limoges (Le Sablard - Limoges Sud),Appartement,61,3
123,758 000,"12,5k ",75005, Paris 5e (Jardin des Plantes),Appartement,57,3
124,390 000,2 422 ,69200, Vénissieux (Centre-ville),Maison,161,6
125,739 000,3 437 ,69008, Lyon 8e (Bachut - Transvaal),Maison,215,6
126,298 000,1 753 ,01310, Confrançon,Maison,170,4
127,580 000,5 979 ,69004, Lyon 4e (Croix Rousse Centre-ville),Duplex,97,3
128,580 000,5 979 ,69004, Lyon 4e (Croix Rousse Centre-ville),Maison,97,3
129,798 000,6 138 ,06650, Le Rouret,Maison,130,4
130,198 000,7 304 ,92150, Suresnes (Centre-ville),Appartement,27,2
131,345 000,"10,6k ",75014, Paris 14e (Pernety),Appartement,31,2
132,565 000,9 316 ,75019, Paris 19e (Secrétan - Jaurès),Appartement,57,3
133,515 000,"15,6k ",75005, Paris 5e (Val de Grâce),Appartement,33,2
134,959 300,"11,2k ",75014, Paris 14e (Montparnasse - Raspail),Appartement,81,2
135,1 600 000,"14,1k ",75009, Paris 9e (Lorette - Martyrs),Appartement,108,3
136,289 000,1 806 ,21110, Rouvres-en-Plaine,Maison,160,5
137,585 000,7 477 ,75015, Paris 15e (Georges Brassens),Appartement,75,3
138,89 000,741 ,47130, Saint-Laurent,Maison,120,4
139,890 000,3 358 ,69620, Légny,Maison,265,8
140,138 000,1 776 ,87000, Limoges (Aurence - Corgnac - Cité universitaire - Beaublanc),Appartement,78,3
141,169 500,3 892 ,44000, Nantes (Saint-Donatien - Tortière),Appartement,44,2
142,92 000,2 682 ,34000, Montpellier (Prés d'Arènes),Appartement,34,1
143,96 000,2 819 ,34080, Montpellier (Celleneuve),Appartement,34,1
144,480 000,"14,8k ",75007, Paris 7e (Champ de Mars),Appartement,31,2
145,249 000,2 147 ,47520, Le Passage,Maison,116,6
146,375 000,2 500 ,26200, Montélimar (Sarda la Dame - Nitrière - Gondole),Maison,150,6
147,350 000,2 448 ,69770, Villechenève,Maison,143,5
148,595 000,4 577 ,69007, Lyon 7e (Guillotière),Appartement,130,5
149,669 000,2 593 ,01320, Crans,Maison,258,7
150,395 000,1 639 ,38300, Saint-Savin,Maison,241,10
151,1 210 000,1 210 0,75014, Paris 14e (Pernety),Appartement,106,5
152,1 100 000,"23,1k ",75007, Paris 7e (Saint-Thomas d'Aquin - Bac - Musée d'Orsay),Appartement,45,2
153,350 000,2 593 ,66000, Perpignan (La Réal),Maison,135,4
154,365 000,9 311 ,06000, Nice (Carabacel),Appartement,39,2
155,790 000,1 899 ,87000, Limoges (Centre-ville - Hôtel de Ville - Emailleurs),Maison,395,10
156,219 900,2 159 ,28100, Dreux (Centre-ville),Maison,97,4
157,485 000,8 411 ,06000, Nice (Carabacel),Appartement,58,3
158,635 000,8 683 ,06000, Nice (Carabacel),Appartement,73,3
159,258 000,2 867 ,28000, Chartres (Centre-ville),Appartement,90,4
160,490 000,4 900 ,69008, Lyon 8e (Monplaisir),Appartement,100,5
161,546 000,4 178 ,78280, Guyancourt (Le Parc - Les Saules),Maison,124,7
162,11 660 000,22k ,75116, Paris 16e (Dauphine),Appartement,500,9
163,145 000,3 625 ,63000, Clermont-Ferrand (Saint-Jacques),Appartement,40,2
164,1 150 000,"12,2k ",75015, Paris 15e (Saint-Lambert - Convention),Appartement,94,4
165,1 600 000,"15,8k ",75005, Paris 5e (Sorbonne - Quartier Latin),Appartement,101,4
166,449 000,4 402 ,69008, Lyon 8e (Monplaisir),Appartement,102,4
167,890 000,2 697 ,38300, Saint-Savin,Maison,330,10
168,273 000,3 650 ,78180, Montigny-le-Bretonneux (La Sourderie Sud),Appartement,75,3
169,420 000,8 918 ,75015, Paris 15e (Alleray - Procession),Appartement,46,2
170,1 350 000,"10,1k ",75013, Paris 13e (Bièvre Sud - Tolbiac),Duplex,134,5
171,121 000,1 380 ,87000, Limoges (CHU),Appartement,88,4
172,154 000,2 026 ,87000, Limoges (Centre-ville - Hôtel de Ville - Emailleurs),Appartement,76,3
173,557 000,3 481 ,66000, Perpignan (Saint-Jacques),Maison,160,5
174,525 000,3 030 ,67117, Quatzenheim,Maison,165,6
175,349 000,4 656 ,06100, Nice,Appartement,75,3
176,382 000,4 340 ,69300, Caluire-et-Cuire (Vassieux - Crépieux),Appartement,88,4
177,497 600,4 659 ,44000, Nantes (Monselet),Appartement,107,5
178,464 000,4 688 ,78280, Guyancourt (L'Europe),Maison,96,6
179,190 000,2 346 ,66000, Perpignan (Saint-Jacques),Appartement,81,3
180,240 000,2 222 ,43700, Brives-Charensac,Appartement,108,4
181,102 600,3 420 ,66140, Canet-en-Roussillon (Les Hauts de Canet - Vert Vallon),Appartement,30,2
182,1 950 000,"13,9k ",75016, Paris 16e (Dauphine),Appartement,136,5
183,284 500,2 862 ,94470, Boissy-Saint-Léger (Centre-ville - Progrès),Appartement,99,5
184,789 000,9 167 ,75014, Paris 14e (Didot - Porte de Vanves),Appartement,84,4
185,99 000,1 500 ,63100, Clermont-Ferrand (Montferrand),Appartement,66,3
186,110 000,3 143 ,63610, Besse-et-Saint-Anastaise,Appartement,35,3
187,179 900,2 811 ,78340, Les Clayes-sous-Bois (Ouest),Appartement,64,3
188,465 000,2 703 ,38200, Vienne (Estressin),Maison,172,5
189,229 000,2 245 ,38550, Auberives-sur-Varèze,Maison,102,4
190,280 000,3 256 ,69340, Francheville (Francheville Le Bas - Grandes-Terres - Le Chater),Appartement,86,3
191,699 000,1 450 ,01140, Saint-Didier-sur-Chalaronne,Maison,482,11
192,465 000,5 076 ,94200, Ivry-sur-Seine (Parmentier - Marat - Robespierre),Appartement,92,5
193,183 000,183 0,34070, Montpellier (Lemasson),Appartement,79,5
194,190 000,1 827 ,47000, Agen (Palissy),Appartement,104,4
195,455 000,455 0,75014, Paris 14e (Mouton - Duvernet),Appartement,49,3
196,590 000,5 130 ,69004, Lyon 4e (Croix Rousse Centre-ville),Appartement,115,4
197,399 000,4 385 ,78330, Fontenay-le-Fleury (Sables - Démènerie),Maison,91,5
198,55 000,2 314 ,34000, Montpellier (Celleneuve),Appartement,24,1
199,203 500,1 696 ,47510, Foulayronnes,Maison,120,5
200,598 500,3 610 ,94320, Thiais (Pavé de Grignon),Maison,158,6
201,329 000,1 097 ,24240, Sigoulès,Maison,300,11
202,980 000,"10,1k ",78100, Saint-Germain-en-Laye (Alsace - Péreire),Appartement,97,4
203,560 000,3 394 ,01700, Miribel,Maison,165,5
204,399 000,399 0,66240, Saint-Estève,Maison,180,6
205,55 000,1 264 ,87000, Limoges (Le Sablard - Limoges Sud),Appartement,44,1
206,248 000,4 241 ,34000, Montpellier (Millénaire),Appartement,58,3
207,341 000,3 008 ,78190, Trappes (La Boissière),Maison,113,6
208,399 000,4 988 ,92600, Asnières-sur-Seine (Coubertin),Appartement,80,4
209,485 000,3 464 ,38230, Tignieu-Jameyzieu,Maison,140,5
210,193 000,3 038 ,34070, Montpellier (Lemasson),Appartement,64,3
211,88 000,1 420 ,87000, Limoges (CHU),Appartement,62,3
212,145 000,2 959 ,63610, Besse-et-Saint-Anastaise,Appartement,49,3
213,158 000,1 795 ,24100, Bergerac (La Madeleine - Naillac - Cavaille - Aéroport),Maison,88,5
214,399 000,4 290 ,69300, Caluire-et-Cuire (Le Vernay),Appartement,93,4
215,397 750,4 469 ,78340, Les Clayes-sous-Bois (Ouest),Maison,89,5
216,765 000,9 737 ,75015, Paris 15e (Vaugirard - Parc des Expositions),Appartement,76,4
217,460 000,8 166 ,78000, Versailles (Notre Dame),Appartement,56,3
218,311 000,2 802 ,38370, Saint-Clair-du-Rhône,Maison,111,5
219,590 000,5 130 ,69300, Caluire-et-Cuire (Cuire-le-bas - Cuire-le-Haut),Appartement,115,4
220,168 000,"14,6k ",75005, Paris 5e (Val de Grâce),Appartement,11,1
221,262 500,3 255 ,94320, Thiais (Pavé de Grignon),Appartement,77,4
222,575 000,"10,2k ",75015, Paris 15e (Alleray - Procession),Appartement,54,3
223,175 000,2 966 ,63610, Besse-et-Saint-Anastaise,Appartement,59,3
224,77 000,1 833 ,87000, Limoges (CHU),Appartement,42,2
225,217 000,2 523 ,66000, Perpignan (Saint-Jean),Appartement,86,3
226,305 000,5 083 ,69280, Marcy-l'Étoile,Maison,60,3
227,1 150 000,"13,1k ",75005, Paris 5e (Val de Grâce),Appartement,84,5
228,1 260 000,"14,6k ",75005, Paris 5e (Val de Grâce),Appartement,82,3
229,860 000,7 167 ,06000, Nice (Saint-Pierre de Feric),Maison,120,6
230,638 600,5 192 ,69890, La Tour-de-Salvagny,Maison,123,4
231,620 000,8 551 ,75015, Paris 15e (Alleray - Procession),Appartement,69,3
232,755 000,8 333 ,75015, Paris 15e (Vaugirard - Parc des Expositions),Appartement,87,4
233,215 000,3 209 ,01330, Villars-les-Dombes,Appartement,67,3
234,780 000,8 667 ,06230, Villefranche-sur-Mer,Appartement,90,3
235,488 000,3 233 ,78960, Voisins-le-Bretonneux,Maison,146,5
236,350 000,2 482 ,69560, Sainte-Colombe,Maison,141,5
237,350 000,2 482 ,38200, Vienne (L'Isle),Maison,141,5
238,190 000,1 792 ,87000, Limoges (Aurence - Corgnac - Cité universitaire - Beaublanc),Maison,106,5
239,498 000,3 831 ,21121, Fontaine-lès-Dijon,Maison,130,5
240,610 000,3 473 ,06100, Nice (Saint-Sylvestre),Maison,167,
241,1 395 000,8 719 ,69160, Tassin-la-Demi-Lune (Alaï),Appartement,160,5
242,339 000,2 216 ,38200, Vienne (Centre-ville),Appartement,153,6
243,525 000,2 083 ,38510, Morestel,Maison,252,8
244,295 000,958 ,69550, Amplepuis,Maison,308,11
245,715 000,1 334 ,71140, Bourbon-Lancy,Maison,509,12
246,189 900,2 998 ,78370, Plaisir (Gâtines - Boissière - Mare aux Saules),Appartement,60,2
247,360 000,6 061 ,06500, Menton (Hôtel de Ville - Vieille Ville - Musée - Madone - Carnolès),Appartement,59,3
248,380 000,1 047 ,23000, Sainte-Feyre,Maison,363,11
249,1 395 000,8 719 ,69130, Écully (Les Serres - Vivier),Appartement,160,5
250,1 630 000,6 849 ,69006, Lyon 6e (Les Brotteaux),Appartement,238,6
251,221 000,3 348 ,78340, Les Clayes-sous-Bois (Centre-ville),Appartement,66,4
252,415 000,4 622 ,06700, Saint-Laurent-du-Var (Jacquons - Plateaux Fleuris),Appartement,90,4
253,109 000,1 534 ,87100, Limoges (Louyat),Appartement,71,4
254,860 000,"10,2k ",75014, Paris 14e (Montparnasse - Raspail),Appartement,82,4
255,499 000,4 990 ,78960, Voisins-le-Bretonneux,Maison,100,4
256,88 000,1 545 ,87000, Limoges (CHU),Appartement,57,3
257,167 000,4 992 ,17640, Vaux-sur-Mer,Appartement,31,2
258,390 000,5 486 ,75012, Paris 12e (Bel-Air - Sud),Appartement,71,3
259,163 000,1 283 ,86310, Béthines,Maison,127,6
260,280 000,7 804 ,78000, Versailles (Porchefontaine),Appartement,34,1
261,590 000,6 743 ,78000, Versailles (Clagny Glatigny),Appartement,85,3
262,1 280 000,8 312 ,06000, Nice (Saint-Pierre de Feric),Appartement,154,5
263,1 050 000,"10,4k ",75014, Paris 14e (Pernety),Appartement,101,5
264,870 000,7 589 ,92170, Vanves (Hauts-de-Vanves),Appartement,112,5
265,465 000,8 611 ,06320, Cap-d'Ail,Appartement,54,3
266,549 000,"10,7k ",75009, Paris 9e (Grands Boulevards),Appartement,51,3
267,451 500,10k ,75014, Paris 14e (Pernety),Appartement,43,3
268,599 000,5 760 ,44100, Nantes (Canclaux - Mellinet),Maison,104,4
269,240 000,5 455 ,94000, Créteil (Côte d'Or - Sarrazins),Appartement,44,2
270,635 000,"10,9k ",75013, Paris 13e (Butte-aux-Cailles),Appartement,58,3
271,185 000,1 888 ,01090, Montmerle-sur-Saône,Maison,98,4
272,71 000,904 ,58000, Nevers (Centre-ville),Appartement,79,4
273,385 000,5 000 ,69007, Lyon 7e (Guillotière),Appartement,77,3
274,164 000,1 433 ,24000, Périgueux (Centre-ville - La Gare - Saint-Martin),Appartement,114,4
275,800 000,8 333 ,92100, Boulogne-Billancourt (Silly - Gallieni),Appartement,96,5
276,910 000,8 079 ,75020, Paris 20e (Gambetta),Appartement,107,5
277,177 000,1 311 ,21150, Venarey-les-Laumes,Maison,135,6
278,210 000,3 650 ,94600, Choisy-le-Roi (Centre-ville - Parc Prairie - Hautes Bornes),Appartement,55,2
279,237 000,5 191 ,94140, Alfortville (Mairie - Gare),Appartement,44,2
280,1 450 000,9 539 ,78400, Chatou (Sud),Maison,152,6
281,985 000,"11,1k ",75014, Paris 14e (Montparnasse - Raspail),Appartement,86,4
282,410 000,5 125 ,44000, Nantes (Centre-ville),Appartement,80,3
283,96 000,96 0,75017, Paris 17e (Batignolles - Cardinet),Appartement,11,1
284,220 500,3 710 ,83330, Le Castellet,Appartement,59,3
285,1 420 000,"10,7k ",75015, Paris 15e (Alleray - Procession),Appartement,133,5
286,275 000,2 806 ,21220, Saint-Philibert,Maison,98,5
287,125 000,2 358 ,69440, Mornant,Appartement,53,2
288,820 000,5 125 ,33110, Le Bouscat (Lyautey - Champ de Courses),Maison,160,6
289,340 000,4 989 ,69007, Lyon 7e (Guillotière),Appartement,68,3
290,79 500,1 787 ,47000, Agen (Tapie - Mondésir),Appartement,45,2
291,260 000,2 549 ,13003, Marseille 3e (Belle de Mai),Maison,102,5
292,440 000,9 565 ,75018, Paris 18e (Grandes Carrières - Clichy),Appartement,46,2
293,2 215 000,"17,7k ",75002, Paris 2e (Montorgueil - Etienne Marcel),Appartement,125,5
294,275 000,3 986 ,69007, Lyon 7e (Guillotière),Appartement,69,4
295,395 000,2 992 ,33800, Bordeaux (Nansouty),Appartement,132,6
296,850 000,2 833 ,33600, Pessac (3M),Maison,300,7
297,470 000,4 434 ,33000, Bordeaux (Rivière),Maison,106,5
298,540 000,3 375 ,44100, Nantes (Zola - Dervallières),Appartement,160,6
299,349 000,4 363 ,69310, Pierre-Bénite,Maison,80,4
300,139 000,1 878 ,01600, Trévoux,Appartement,74,4
301,374 400,4 587 ,77600, Bussy-Saint-Georges (Les Scientifiques),Appartement,82,4
302,895 000,9 010 ,75014, Paris 14e (Montsouris - Dareau),Appartement,96,4
303,499 000,"12,5k ",75005, Paris 5e (Val de Grâce),Duplex,38,2
304,167 990,2 667 ,31200, Toulouse (Les Izards),Appartement,63,3
305,350 000,2 500 ,66000, Perpignan (Las Cobas),Maison,140,7
306,489 000,4 075 ,69140, Rillieux-la-Pape (Ville nouvelle Sud),Appartement,120,4
307,689 000,3 937 ,01600, Parcieux,Maison,175,7
308,799 000,4 566 ,01600, Parcieux,Maison,175,7
309,478 000,3 187 ,83630, Aups,Maison,150,5
310,216 300,2 558 ,26400, Crest,Maison,85,4
311,1 395 000,"12,6k ",75007, Paris 7e (Champ de Mars),Appartement,107,4
312,568 000,8 108 ,92140, Clamart (Centre-ville),Appartement,70,3
